"concentration","AUC","max_density","time_to_50pct_reduction","estimated_r","estimated_K","estimated_kmax","estimated_EC50","estimated_h"
0,40324716208.9309,999999999.999999,NA,0.9,1000000000,2,1.99911193847656,1.5
1,13415106691.4533,419258823.696592,NA,0.9,1000000000,2,1.99911193847656,1.5
5,1435597.98842614,1e+06,1,0.9,1000000000,2,1.99911193847656,1.5
10,1068756.56052017,1e+06,0.8,0.9,1000000000,2,1.99911193847656,1.5
20,963161.644613324,1e+06,0.7,0.9,1000000000,2,1.99911193847656,1.5
